School Year,Data Level,Public Or Independent,District Number,District Name,Mincode,School Name,Num Of Schools In Data Level,Total Classes,Classes With Ed Assist,Total Classes Greater 30,Avg Class Size K,Avg Class Size 1 3,Avg Class Size 4 7,Avg Class Size 8 12
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,6,Rocky Mountain,603008,Selkirk Secondary School,1,81,18,,,,,24.2
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,6,Rocky Mountain,603008,Selkirk Secondary School,1,80,23,,,,,23.1
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,6,Rocky Mountain,603008,Selkirk Secondary School,1,97,36,,,,,23.1
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,6,Rocky Mountain,603008,Selkirk Secondary School,1,95,33,,,,,20.7
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,6,Rocky Mountain,603008,Selkirk Secondary School,1,93,31,,,,,21.7
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,6,Rocky Mountain,603008,Selkirk Secondary School,1,85,25,,,,,23.9
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,6,Rocky Mountain,603008,Selkirk Secondary School,1,80,18,1,,,,23.8
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,6,Rocky Mountain,603008,Selkirk Secondary School,1,83,15,3,,,,22.8
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,6,Rocky Mountain,603008,Selkirk Secondary School,1,80,17,3,,,,23.5
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,6,Rocky Mountain,604007,Windermere Elementary,1,7,6,,17,22,22.8,
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,6,Rocky Mountain,604007,Windermere Elementary,1,7,,,9,17.4,23.2,
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,6,Rocky Mountain,604007,Windermere Elementary,1,7,,,14,19,23.8,
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,6,Rocky Mountain,604007,Windermere Elementary,1,8,7,,11,19.5,20.8,
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,6,Rocky Mountain,604007,Windermere Elementary,1,8,8,,18,19.5,21.8,
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,6,Rocky Mountain,604007,Windermere Elementary,1,7,7,,14,21.4,25.3,
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,6,Rocky Mountain,604007,Windermere Elementary,1,8,8,,18,18.3,25.3,
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,6,Rocky Mountain,604007,Windermere Elementary,1,8,8,,12,17.3,22.3,
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,6,Rocky Mountain,604007,Windermere Elementary,1,7,7,,19,22.9,22.5,
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,6,Rocky Mountain,604011,Edgewater Elementary,1,6,6,,13,22.5,19,
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,6,Rocky Mountain,604011,Edgewater Elementary,1,5,,,11,21.5,28.5,
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,6,Rocky Mountain,604011,Edgewater Elementary,1,5,,,19,20.8,25.2,
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,6,Rocky Mountain,604011,Edgewater Elementary,1,5,5,,14,19,27.5,
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,6,Rocky Mountain,604011,Edgewater Elementary,1,5,5,,12,21,17.5,
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,6,Rocky Mountain,604011,Edgewater Elementary,1,5,,,16,17.5,20,
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,6,Rocky Mountain,604011,Edgewater Elementary,1,4,4,,14,20.7,21,
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,6,Rocky Mountain,604011,Edgewater Elementary,1,4,4,,17,20,24,
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,6,Rocky Mountain,604011,Edgewater Elementary,1,4,3,,20,20.3,26.9,
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,6,Rocky Mountain,604012,J Alfred Laird Elementary,1,10,7,,,,22.4,
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,6,Rocky Mountain,604012,J Alfred Laird Elementary,1,9,6,,,,22.7,
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,6,Rocky Mountain,604012,J Alfred Laird Elementary,1,8,,,,,24.9,
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,6,Rocky Mountain,604012,J Alfred Laird Elementary,1,7,5,,,,25.3,
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,6,Rocky Mountain,604012,J Alfred Laird Elementary,1,7,4,,,,24.7,
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,6,Rocky Mountain,604012,J Alfred Laird Elementary,1,7,5,,,,23.6,
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,6,Rocky Mountain,604012,J Alfred Laird Elementary,1,6,5,,,,25.2,
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,6,Rocky Mountain,604012,J Alfred Laird Elementary,1,7,5,,,,23.4,
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,6,Rocky Mountain,604012,J Alfred Laird Elementary,1,8,8,,,,22.3,
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,6,Rocky Mountain,604013,Martin Morigeau Elementary,1,5,4,,13,18.5,21.5,
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,6,Rocky Mountain,604013,Martin Morigeau Elementary,1,5,4,,8,16.5,23,
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,6,Rocky Mountain,604013,Martin Morigeau Elementary,1,4,,,13,19.5,19,
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,6,Rocky Mountain,604013,Martin Morigeau Elementary,1,5,3,,18,13.6,18,
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,6,Rocky Mountain,604013,Martin Morigeau Elementary,1,5,2,,10,16,18.5,
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,6,Rocky Mountain,604013,Martin Morigeau Elementary,1,4,4,,20,17.1,15.5,
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,6,Rocky Mountain,604013,Martin Morigeau Elementary,1,3,3,,15,18.8,25,
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,6,Rocky Mountain,604013,Martin Morigeau Elementary,1,4,4,,18,18,15.8,
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,6,Rocky Mountain,604013,Martin Morigeau Elementary,1,3,2,,22,19.1,17,
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,6,Rocky Mountain,604014,Eileen Madson Primary School,1,9,3,,17.6,21,,
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,6,Rocky Mountain,604014,Eileen Madson Primary School,1,11,,,15.3,18.5,,
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,6,Rocky Mountain,604014,Eileen Madson Primary School,1,10,,,19.3,19.1,,
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,6,Rocky Mountain,604014,Eileen Madson Primary School,1,9,4,,21.6,20.8,,
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,6,Rocky Mountain,604014,Eileen Madson Primary School,1,9,9,,19.1,22.1,,
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,6,Rocky Mountain,604014,Eileen Madson Primary School,1,9,9,,18,22.2,,
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,6,Rocky Mountain,604014,Eileen Madson Primary School,1,9,9,,20.6,20.8,,
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,6,Rocky Mountain,604014,Eileen Madson Primary School,1,10,10,,18,20.6,,
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,6,Rocky Mountain,604014,Eileen Madson Primary School,1,11,11,,19.8,20.1,,
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,6,Rocky Mountain,604015,David Thompson Secondary,1,107,15,4,,,,22.8
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,6,Rocky Mountain,604015,David Thompson Secondary,1,171,16,6,,,,23.9
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,6,Rocky Mountain,604015,David Thompson Secondary,1,141,21,7,,,,20.2
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,6,Rocky Mountain,604015,David Thompson Secondary,1,103,24,7,,,,24.4
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,6,Rocky Mountain,604015,David Thompson Secondary,1,103,30,6,,,,24.8
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,6,Rocky Mountain,604015,David Thompson Secondary,1,102,20,2,,,,22.5
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,6,Rocky Mountain,604015,David Thompson Secondary,1,84,17,2,,,,24
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,6,Rocky Mountain,604015,David Thompson Secondary,1,85,16,5,,,,24.6
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,6,Rocky Mountain,604015,David Thompson Secondary,1,82,7,5,,,6,23.6
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,6,Rocky Mountain,606017,McKim Middle School,1,11,9,,,,24.7,
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,6,Rocky Mountain,606017,McKim Middle School,1,11,5,,,,25.7,
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,6,Rocky Mountain,606017,McKim Middle School,1,10,9,,,,27.2,
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,6,Rocky Mountain,606017,McKim Middle School,1,11,10,,,,26.3,
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,6,Rocky Mountain,606017,McKim Middle School,1,11,9,,,,25.8,
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,6,Rocky Mountain,606017,McKim Middle School,1,10,8,,,,27.2,
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,6,Rocky Mountain,606017,McKim Middle School,1,10,7,,,,27.5,
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,6,Rocky Mountain,606017,McKim Middle School,1,11,11,,,,26.1,
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,6,Rocky Mountain,606017,McKim Middle School,1,12,,,,,26.5,
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,6,Rocky Mountain,618003,Lady Grey Elementary,1,11,11,,,,24.5,
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,6,Rocky Mountain,618003,Lady Grey Elementary,1,10,10,,,,25,
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,6,Rocky Mountain,618003,Lady Grey Elementary,1,10,6,,,,22.2,
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,6,Rocky Mountain,618003,Lady Grey Elementary,1,9,8,,,,24.3,
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,6,Rocky Mountain,618003,Lady Grey Elementary,1,8,8,,,,27.3,
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,6,Rocky Mountain,618003,Lady Grey Elementary,1,9,9,,,,26.7,
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,6,Rocky Mountain,618003,Lady Grey Elementary,1,8,8,,,,26,
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,6,Rocky Mountain,618003,Lady Grey Elementary,1,8,8,,,,24.6,
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,6,Rocky Mountain,618003,Lady Grey Elementary,1,8,8,,,,24.1,
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,6,Rocky Mountain,618005,Golden Secondary,1,145,18,,,,,21.3
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,6,Rocky Mountain,618005,Golden Secondary,1,163,15,3,,,,20.9
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,6,Rocky Mountain,618005,Golden Secondary,1,187,13,1,,,,19.2
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,6,Rocky Mountain,618005,Golden Secondary,1,173,8,1,,,,18.6
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,6,Rocky Mountain,618005,Golden Secondary,1,140,10,,,,,20.3
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,6,Rocky Mountain,618005,Golden Secondary,1,107,10,1,,,,21.2
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,6,Rocky Mountain,618005,Golden Secondary,1,93,13,,,,,24.2
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,6,Rocky Mountain,618005,Golden Secondary,1,95,15,,,,,24.1
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,6,Rocky Mountain,618005,Golden Secondary,1,88,22,,,,,23.6
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,6,Rocky Mountain,618006,Field Elementary,1,4,,,1,2,,
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,6,Rocky Mountain,618006,Field Elementary,1,2,,,3,5,,
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,6,Rocky Mountain,618006,Field Elementary,1,1,,,8,8,,
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,6,Rocky Mountain,618006,Field Elementary,1,1,,,5,5,,
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,6,Rocky Mountain,618006,Field Elementary,1,2,,,2,5,,
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,6,Rocky Mountain,618006,Field Elementary,1,1,,,7,7,,
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,6,Rocky Mountain,618006,Field Elementary,1,1,,,7,7,,
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,6,Rocky Mountain,618006,Field Elementary,1,1,,,8,8,,
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,6,Rocky Mountain,618006,Field Elementary,1,1,,,,5,,
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,6,Rocky Mountain,618007,Nicholson Elementary,1,5,5,,12,19.5,25.5,
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,6,Rocky Mountain,618007,Nicholson Elementary,1,4,4,,21,23,26,
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,6,Rocky Mountain,618007,Nicholson Elementary,1,4,4,,20,19.4,29.5,
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,6,Rocky Mountain,618007,Nicholson Elementary,1,4,1,,16,19.3,23.5,
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,6,Rocky Mountain,618007,Nicholson Elementary,1,4,4,,21,21,23,
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,6,Rocky Mountain,618007,Nicholson Elementary,1,4,4,,22,23.4,20,
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,6,Rocky Mountain,618007,Nicholson Elementary,1,5,5,,17,19.5,21.5,
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,6,Rocky Mountain,618007,Nicholson Elementary,1,5,5,,16,16,23,
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,6,Rocky Mountain,618007,Nicholson Elementary,1,4,4,,21,20.8,26.4,
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,6,Rocky Mountain,618008,Alexander Park Elementary,1,11,10,,20.5,20.4,,
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,6,Rocky Mountain,618008,Alexander Park Elementary,1,11,11,,19,21.1,,
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,6,Rocky Mountain,618008,Alexander Park Elementary,1,10,9,,20.1,20.9,,
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,6,Rocky Mountain,618008,Alexander Park Elementary,1,10,10,,21.2,21.9,,
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,6,Rocky Mountain,618008,Alexander Park Elementary,1,10,10,,21.3,21.4,,
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,6,Rocky Mountain,618008,Alexander Park Elementary,1,10,10,,18.2,19.7,,
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,6,Rocky Mountain,618008,Alexander Park Elementary,1,10,10,,19,20.7,,
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,6,Rocky Mountain,618008,Alexander Park Elementary,1,11,11,,20,19.8,,
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,6,Rocky Mountain,618008,Alexander Park Elementary,1,10,,,19.2,19.9,,
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,8,Kootenay Lake,807004,Hume Elementary School,1,9,7,,16,22.1,26.6,
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,8,Kootenay Lake,807004,Hume Elementary School,1,9,4,,15,19,28,
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,8,Kootenay Lake,807004,Hume Elementary School,1,8,4,,13.5,23.7,28.1,
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,8,Kootenay Lake,807004,Hume Elementary School,1,8,,1,17.5,22.1,28.2,
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,8,Kootenay Lake,807004,Hume Elementary School,1,9,,,19,19,25.5,
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,8,Kootenay Lake,807004,Hume Elementary School,1,9,,,14.5,22.2,24,
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,8,Kootenay Lake,807004,Hume Elementary School,1,9,,,22,21.2,24.6,
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,8,Kootenay Lake,807004,Hume Elementary School,1,8,5,,22,23.8,29.1,
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,8,Kootenay Lake,807004,Hume Elementary School,1,8,,,16.7,21.9,29.3,
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,8,Kootenay Lake,807005,Trafalgar Middle School,1,155,36,2,,,27.4,23.7
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,8,Kootenay Lake,807005,Trafalgar Middle School,1,245,,,,,25.9,24.1
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,8,Kootenay Lake,807005,Trafalgar Middle School,1,251,11,,,,23.6,23.3
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,8,Kootenay Lake,807005,Trafalgar Middle School,1,273,,,,,23,21.7
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,8,Kootenay Lake,807005,Trafalgar Middle School,1,261,,,,,23.5,23.7
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,8,Kootenay Lake,807005,Trafalgar Middle School,1,256,,,,,24.5,23.4
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,8,Kootenay Lake,807005,Trafalgar Middle School,1,200,60,,,,24.8,22.5
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,8,Kootenay Lake,807005,Trafalgar Middle School,1,171,93,2,,,21.7,25.5
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,8,Kootenay Lake,807005,Trafalgar Middle School,1,161,75,1,,,25,24.4
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,8,Kootenay Lake,807011,Salmo Elementary School,1,8,4,,14,20.7,24.4,
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,8,Kootenay Lake,807011,Salmo Elementary School,1,7,5,,18,21.7,28.3,
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,8,Kootenay Lake,807011,Salmo Elementary School,1,8,6,,13,20.6,23.2,
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,8,Kootenay Lake,807011,Salmo Elementary School,1,7,,,19.4,20,22.9,
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,8,Kootenay Lake,807011,Salmo Elementary School,1,7,5,,17.9,22.3,25.7,
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,8,Kootenay Lake,807011,Salmo Elementary School,1,8,,,19.3,21.6,24.7,
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,8,Kootenay Lake,807011,Salmo Elementary School,1,7,,,21.7,22.6,28.6,
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,8,Kootenay Lake,807011,Salmo Elementary School,1,8,,,19.2,21.1,25.6,
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,8,Kootenay Lake,807011,Salmo Elementary School,1,8,,,18.8,20.6,24.8,
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,8,Kootenay Lake,807012,Salmo Secondary,1,47,5,,,,17.6,16.2
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,8,Kootenay Lake,807012,Salmo Secondary,1,46,,,,,17.4,16.3
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,8,Kootenay Lake,807012,Salmo Secondary,1,50,11,,,,22.6,14.7
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,8,Kootenay Lake,807012,Salmo Secondary,1,73,,1,,,19,15.6
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,8,Kootenay Lake,807012,Salmo Secondary,1,53,,,,,14.4,16.6
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,8,Kootenay Lake,807012,Salmo Secondary,1,60,,,,,18,15.7
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,8,Kootenay Lake,807012,Salmo Secondary,1,45,,,,,21,14.8
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,8,Kootenay Lake,807012,Salmo Secondary,1,38,,,,,24.6,15.3
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,8,Kootenay Lake,807012,Salmo Secondary,1,57,9,,,,21.4,15.7
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,8,Kootenay Lake,807013,L V Rogers Secondary,1,107,20,2,,,,23.6
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,8,Kootenay Lake,807013,L V Rogers Secondary,1,96,19,1,,,,23.6
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,8,Kootenay Lake,807013,L V Rogers Secondary,1,133,18,3,,,27,23.2
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,8,Kootenay Lake,807013,L V Rogers Secondary,1,127,,,,,,23.3
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,8,Kootenay Lake,807013,L V Rogers Secondary,1,120,,9,,,,24.8
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,8,Kootenay Lake,807013,L V Rogers Secondary,1,179,,10,,,,22.2
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,8,Kootenay Lake,807013,L V Rogers Secondary,1,138,,4,,,,22.4
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,8,Kootenay Lake,807013,L V Rogers Secondary,1,123,,2,,,,23.4
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,8,Kootenay Lake,807013,L V Rogers Secondary,1,132,,5,,,,23.4
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,8,Kootenay Lake,807014,South Nelson Elementary,1,7,1,,12,21.8,22.4,
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,8,Kootenay Lake,807014,South Nelson Elementary,1,7,3,,22,20.4,21.1,
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,8,Kootenay Lake,807014,South Nelson Elementary,1,9,5,,20.5,20.4,26,
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,8,Kootenay Lake,807014,South Nelson Elementary,1,10,,,21.5,20.6,20.9,
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,8,Kootenay Lake,807014,South Nelson Elementary,1,10,,,20.3,19.6,27.8,
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,8,Kootenay Lake,807014,South Nelson Elementary,1,9,,,15.5,21.3,23,
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,8,Kootenay Lake,807014,South Nelson Elementary,1,8,7,,18,24,28.4,
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,8,Kootenay Lake,807014,South Nelson Elementary,1,8,8,,19.4,21.3,26.3,
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,8,Kootenay Lake,807014,South Nelson Elementary,1,8,,,20,20,30,
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,8,Kootenay Lake,807016,Blewett Elementary School,1,7,4,,17,20.3,15.3,
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,8,Kootenay Lake,807016,Blewett Elementary School,1,7,5,,12,16.7,15,
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,8,Kootenay Lake,807016,Blewett Elementary School,1,5,4,,12,21.2,21.8,
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,8,Kootenay Lake,807016,Blewett Elementary School,1,5,,,17,21.2,23.3,
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,8,Kootenay Lake,807016,Blewett Elementary School,1,5,,,17,20.6,21,
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,8,Kootenay Lake,807016,Blewett Elementary School,1,5,,,22,22,23.3,
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,8,Kootenay Lake,807016,Blewett Elementary School,1,5,4,,22,21.6,22.9,
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,8,Kootenay Lake,807016,Blewett Elementary School,1,5,5,,20,23.6,29.1,
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,8,Kootenay Lake,807016,Blewett Elementary School,1,6,3,,21.7,23.3,27.7,
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,8,Kootenay Lake,807018,Rosemont Elementary School,1,6,6,,16,19,23.5,
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,8,Kootenay Lake,807018,Rosemont Elementary School,1,6,4,,13,20.7,25.7,
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,8,Kootenay Lake,807018,Rosemont Elementary School,1,5,4,,11,21.7,23.5,
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,8,Kootenay Lake,807018,Rosemont Elementary School,1,5,,,16,18.2,20,
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,8,Kootenay Lake,807018,Rosemont Elementary School,1,5,,,11,20.8,25,
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,8,Kootenay Lake,807018,Rosemont Elementary School,1,5,,,18.6,20.8,18.9,
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,8,Kootenay Lake,807018,Rosemont Elementary School,1,5,5,,20.7,20.3,23,
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,8,Kootenay Lake,807018,Rosemont Elementary School,1,5,,,22,22.1,24.2,
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,8,Kootenay Lake,807018,Rosemont Elementary School,1,5,5,,21,21.3,28,
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,8,Kootenay Lake,807019,A.I. Collinson Elementary,1,4,1,,5,17.8,21,
